Object_ID,Object_Name,Alternative_Name,Category,Object_Type,Subcategory,RA,Dec,Distance_AU,Distance_km,Distance_ly,Apparent_Magnitude,Angular_Size,Radius_km,Diameter_km,Mass_kg,Gravity_m_s2,Escape_Velocity_km_s,Rotation_Period_hours,Orbital_Period_days,Temperature_C,Number_of_Moons,Spectral_Type,Visibility,Equipment,Observation_Difficulty,Best_Observation_Month,Student_Description,Fun_Fact,Teacher_Notes,Sanskrit_Name,IKS_Reference,Related_Nakshatra,Ancient_Text,Image_URL,Thumbnail_URL,Reference_Link,Source
DSO12,Messier 66,M66,Deep Sky,Galaxy,Spiral Galaxy,170.0626,12.9915,,,,8.92,Extended Source,,,,,,,,,0,,Telescope / Dark Sky,Telescope,Moderate,April,The largest and brightest member of the Leo Triplet group of interacting spiral galaxies.,Its spiral arms appear visibly distorted due to gravitational tugs from its neighbor galaxies.,Demonstrates how galactic encounters can trigger asymmetric star formation bursts.,,Located within the bounds of Leo.,Magha / Purva Phalguni (Contextual),,,,https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-66/,SIMBAD + Curated
DSO13,Messier 74,Phantom Galaxy,Deep Sky,Galaxy,Spiral Galaxy,24.173938015259996,15.783640975640001,,,,9.46,Extended Source,,,,,,,,,0,,Telescope / Dark Sky,Telescope,Moderate,October,A grand-design spiral galaxy seen nearly face-on in the constellation Pisces.,It has an extremely low surface brightness making it one of the most challenging Messier objects to spot visually.,Used by astronomers as a pristine example of classic spiral density wave theory.,,Located within Pisces.,Revati (Contextual),,,,https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-74/,SIMBAD + Curated
DSO14,Messier 77,Cetus A,Deep Sky,Galaxy,Seyfert Galaxy,40.66962152891999,-0.01329435839,,,,8.87,Extended Source,,,,,,,,,0,,Telescope / Dark Sky,Telescope,Moderate,November,A barred spiral galaxy that serves as the prototype for a class of active galaxies known as Seyfert galaxies.,It harbors an active supermassive black hole at its core hidden behind a thick ring of cosmic dust.,Great for introducing active galactic nuclei and high-energy astrophysics.,,Located in Cetus.,Ashwini (Contextual),,,,https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-77/,SIMBAD + Curated
DSO15,Messier 83,Southern Pinwheel Galaxy,Deep Sky,Galaxy,Spiral Galaxy,204.25383,-29.865761111111112,,,,7.52,Extended Source,,,,,,,,,0,,Telescope / Dark Sky,Telescope,Moderate,May,A magnificent barred spiral galaxy with prominent sweeping spiral arms rich in star-forming regions.,It has hosted six observed supernovae in the last century alone making it a prolific factory for stellar deaths.,One of the closest and brightest face-on spiral galaxies in the southern sky.,,,Chitra (Contextual),,,,https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-83/,SIMBAD + Curated
DSO16,Messier 92,M92,Deep Sky,Star Cluster,Globular Cluster,259.2807916666667,43.13594444444444,1841651785.71,,29125.0,6.52,Extended Source,,,,,,,,,0,,Telescope / Dark Sky,Telescope,Moderate,July,A brilliant tightly packed globular cluster containing hundreds of thousands of ancient stars.,Despite being nearly as bright and old as the famous M13 it often gets overlooked because it is nearby a more famous neighbor.,Excellent choice for northern hemisphere telescopic observation.,,Located in Hercules.,Swati (Contextual),,,,https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-92/,SIMBAD + Curated
DSO17,Messier 97,Owl Nebula,Deep Sky,Nebula,Planetary Nebula,168.69880122825,55.01902300891,167056774.93,,2641.94,15.78,Extended Source,,,,,,,,,0,,Telescope / Dark Sky,Telescope,Moderate,April,A planetary nebula in Ursa Major named for the two dark patches that resemble the eyes of an owl.,Discovered by Pierre Méchain in 1781 before being cataloged by Charles Messier.,Good object to discuss the complex geometry of mass loss in dying medium-mass stars.,,Located inside Ursa Major.,Saptarishi (Contextual),,,,https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-97/,SIMBAD + Curated
DSO18,Messier 108,Surfboard Galaxy,Deep Sky,Galaxy,Spiral Galaxy,167.87902916666664,55.67412222222222,,,,,Extended Source,,,,,,,,,0,,Telescope / Dark Sky,Telescope,Moderate,April,An elongated edge-on barred spiral galaxy located in the constellation Ursa Major.,It sits very close in the sky to the Owl Nebula making them a favorite dual target for astrophotographers.,Discuss how edge-on galaxies conceal their central galactic bars behind extensive dust lanes.,,Located inside Ursa Major.,Saptarishi (Contextual),,,,https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-108/,SIMBAD + Curated
DSO19,Messier 109,M109,Deep Sky,Galaxy,Spiraled Barred Galaxy,179.39984644985,53.37472391176001,1915181058.5,,30287.84,,Extended Source,,,,,,,,,0,,Telescope / Dark Sky,Telescope,Moderate,April,A barred spiral galaxy featuring a prominent central bar structure and delicate multi-armed spirals.,It is located roughly 83 million light-years away and is the most distant Messier spiral galaxy in the constellation Ursa Major.,Great example for analyzing barred spiral galactic morphology.,,Located inside Ursa Major.,Saptarishi (Contextual),,,,https://science.nasa.gov/mission/hubble/science/explore-the-night-sky/hubble-messier-catalog/messier-109/,SIMBAD + Curated
CON01,Aries,The Ram,Constellation,Constellation,Zodiac,02h 38m,+20° 47',,,,,441 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,December,A faint zodiac constellation representing a ram with golden fleece.,"Over 2,000 years ago, the vernal equinox was in Aries.",Explain precession and why the 'Age of Aries' transitioned.,Mesha,First Rashi (solar sign) of the zodiac.,Ashwini / Bharani,Brihat Parashara Hora Shastra,,,https://chandra.harvard.edu/photo/constellations/aries.html,IAU Boundaries / Curated
CON02,Taurus,The Bull,Constellation,Constellation,Zodiac,04h 42m,+14° 52',,,,,797 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,January,"A large, prominent winter constellation hosting the bright star Aldebaran and the Pleiades.",Taurus is one of the oldest known constellations.,Excellent for star-hopping; use Orion's belt to point.,Vrishabha,Second Rashi; associated with strength.,Krittika / Rohini,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/taurus.html,IAU Boundaries / Curated
CON03,Orion,The Hunter,Constellation,Constellation,Equatorial,05h 34m,+05° 59',,,,,594 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,January,"The most recognizable winter constellation, famous for the three bright stars making up the hunter's belt.",The Orion Nebula is actively making new stars.,The ultimate teaching constellation for stellar life cycles.,Mrigashira,The Deer Head (associated with the belt).,Mrigashira / Ardra,Brihat Samhita,,,https://chandra.harvard.edu/photo/constellations/orion.html,IAU Boundaries / Curated
CON04,Ursa Major,The Great Bear,Constellation,Constellation,Northern,11h 18m,+50° 43',,,,,1280 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,April,A massive northern constellation that contains the famous Big Dipper asterism.,Seven of its stars form the Big Dipper.,Crucial for navigation: show how the outer stars point to Polaris.,Saptarishi,The Seven Great Sages.,,Rig Veda,,,https://chandra.harvard.edu/photo/constellations/ursa_major.html,IAU Boundaries / Curated
CON05,Crux,The Southern Cross,Constellation,Constellation,Southern,12h 26m,-60° 11',,,,,68 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,May,"The smallest of all 88 constellations, but one of the most famous in the Southern Hemisphere.",It is featured on the flags of Australia and Brazil.,Explain how it is used to find due south.,Trishanku,The king suspended between heaven and earth.,,Ramayana,,,https://chandra.harvard.edu/photo/constellations/crux.html,IAU Boundaries / Curated
CON06,Cygnus,The Swan,Constellation,Constellation,Northern,20h 35m,+44° 32',,,,,804 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,September,A large cross-shaped constellation that appears to be flying straight down the Milky Way.,"It contains Cygnus X-1, one of the first proven black holes.","Point out its tail star, Deneb, as part of the Summer Triangle.",Hamsa,The cosmic swan representing the breath of life (Prana).,,Rig Veda (Contextual),,,https://chandra.harvard.edu/photo/constellations/cygnus.html,IAU Boundaries / Curated
CON07,Lyra,The Harp,Constellation,Constellation,Northern,18h 51m,+36° 41',,,,,286 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,August,"A small but bright constellation dominated by Vega, one of the brightest stars in the summer sky.",The Ring Nebula (M57) is located between the two bottom stars of the harp.,Vega is our solar system's 'apex'—the direction our sun is moving through space.,,Hosts the intercalary Nakshatra Abhijit (Vega).,Abhijit,Mahabharata,,,https://chandra.harvard.edu/photo/constellations/lyra.html,IAU Boundaries / Curated
CON08,Aquila,The Eagle,Constellation,Constellation,Equatorial,19h 40m,+03° 24',,,,,652 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,August,"A summer constellation shaped like a flying eagle, led by the bright star Altair.","In ancient lore, this eagle carried the thunderbolts of Zeus.",Altair forms the southern tip of the Summer Triangle.,,Hosts the Shravana Nakshatra.,Shravana,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/aquila.html,IAU Boundaries / Curated
CON09,Pegasus,The Winged Horse,Constellation,Constellation,Northern,22h 41m,+19° 27',,,,,1120 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,October,"Famous for the 'Great Square,' a massive asterism that forms the body of the horse.",The Great Square is so large you can fit a fist inside it at arm's length.,Good test for sky darkness; see how many stars you can count inside the square.,,Shares stars with the Bhadrapada Nakshatras.,Purva Bhadrapada / Uttara Bhadrapada,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/pegasus.html,IAU Boundaries / Curated
CON10,Andromeda,The Chained Maiden,Constellation,Constellation,Northern,00h 48m,+37° 25',,,,,722 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,November,Shares a star with Pegasus and stretches out like two legs; famous for hosting the Andromeda Galaxy.,You can see the Andromeda Galaxy with your naked eye—it is 2.5 million light-years away!,Show students how to use the 'legs' of Andromeda to point to the galaxy.,Devayani,Mythological figure (contextual to the region).,Revati / Ashwini (Contextual),Mahabharata (Contextual),,,https://chandra.harvard.edu/photo/constellations/andromeda.html,IAU Boundaries / Curated
CON11,Canis Major,The Great Dog,Constellation,Constellation,Southern,06h 49m,-22° 08',,,,,380 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,February,"Follows Orion across the winter sky, dominated by Sirius, the brightest star in the night sky.","Because of Sirius, this is known as the 'Dog Star,' which gives us the phrase 'Dog Days of Summer.'",Draw a line through Orion's belt downwards to find Sirius.,Vyadha,The Hunter; aiming at Mrigashira (Orion).,,Rig Veda (Contextual),,,https://chandra.harvard.edu/photo/constellations/canis_major.html,IAU Boundaries / Curated
CON12,Bootes,The Herdsman,Constellation,Constellation,Northern,14h 42m,+31° 12',,,,,906 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,June,"Shaped like a giant kite or ice cream cone, anchored by the bright orange star Arcturus.","Arcturus is an older, metal-poor star passing through our galactic disk.",Teach 'Arc to Arcturus' from the Big Dipper's handle.,,Hosts the Swati Nakshatra.,Swati,Brihat Samhita,,,https://chandra.harvard.edu/photo/constellations/bootes.html,IAU Boundaries / Curated
CON13,Centaurus,The Centaur,Constellation,Constellation,Southern,13h 04m,-47° 20',,,,,1060 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,May,"A massive southern constellation housing Alpha Centauri, our closest neighboring star system.","It also contains Omega Centauri, the largest globular cluster in the Milky Way.",Used by southern observers to locate the Southern Cross.,,,,,,,https://chandra.harvard.edu/photo/constellations/centaurus.html,IAU Boundaries / Curated
CON14,Carina,The Keel,Constellation,Constellation,Southern,08h 41m,-63° 13',,,,,494 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,March,"Once part of a massive ship constellation called Argo Navis, it hosts Canopus, the second-brightest star.","It contains the Eta Carinae nebula, home to a highly unstable hypergiant star.",Discuss the breakup of Argo Navis into three modern constellations.,,Hosts the star Agastya (Canopus).,,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/carina.html,IAU Boundaries / Curated
CON15,Draco,The Dragon,Constellation,Constellation,Northern,17h 00m,+65° 00',,,,,1083 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,July,"A long, winding constellation that wraps around the Little Dipper.","About 4,800 years ago, Draco's star Thuban was the North Star.",Discuss circumpolar constellations that never set below the horizon.,Shishumara,The cosmic dolphin/creature rotating around the pole.,,Bhagavata Purana,,,https://chandra.harvard.edu/photo/constellations/draco.html,IAU Boundaries / Curated
CON16,Hercules,The Strongman,Constellation,Constellation,Northern,17h 19m,+27° 29',,,,,1225 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,July,A sprawling summer constellation featuring the 'Keystone' asterism.,"It contains M13, the Great Globular Cluster in Hercules.",Point out that the Strongman is usually depicted upside down in the sky.,,,,,,,https://chandra.harvard.edu/photo/constellations/hercules.html,IAU Boundaries / Curated
CON17,Perseus,The Hero,Constellation,Constellation,Northern,03h 10m,+45° 00',,,,,615 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,December,Home to the Perseid meteor shower and the famous 'Demon Star' Algol.,Algol is an eclipsing binary star that visibly drops in brightness every 2.8 days.,Excellent for teaching variable stars and ancient star myths.,,,Krittika (Contextual),,,,https://chandra.harvard.edu/photo/constellations/perseus.html,IAU Boundaries / Curated
CON18,Auriga,The Charioteer,Constellation,Constellation,Northern,06h 01m,+42° 01',,,,,657 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,February,A prominent winter pentagon shape housing the golden star Capella.,"Capella means 'Little She-Goat,' and a nearby triangle of stars represents her kids.","Point out the three bright open clusters (M36, M37, M38) inside it.",,Hosts Brahmahridaya (Capella).,,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/auriga.html,IAU Boundaries / Curated
CON19,Cetus,The Sea Monster,Constellation,Constellation,Equatorial,01h 25m,-11° 10',,,,,1231 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,November,"A massive, faint autumn constellation known for Mira, a famous variable star.",Mira literally disappears to the naked eye for months at a time before returning.,Discuss pulsating red giant stars.,,,,,,,https://chandra.harvard.edu/photo/constellations/cetus.html,IAU Boundaries / Curated
CON20,Corona Borealis,The Northern Crown,Constellation,Constellation,Northern,15h 50m,+32° 37',,,,,179 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,July,"A small, beautiful semi-circle of stars that actually looks like a jeweled crown.","It contains the 'Blaze Star' (T CrB), a recurrent nova that erupts roughly every 80 years.",Great shape-recognition target for beginners.,,,Vishakha (Contextual),,,,https://chandra.harvard.edu/photo/constellations/corona_borealis.html,IAU Boundaries / Curated
CON21,Corvus,The Crow,Constellation,Constellation,Southern,12h 26m,-18° 26',,,,,184 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,May,A small but highly distinct four-sided box shape in the spring sky.,"In mythology, the crow was punished by Apollo for being late with a cup of water.",Use the 'spica' spike from the Big Dipper to continue down to Corvus.,,Hosts the Hasta Nakshatra.,Hasta,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/corvus.html,IAU Boundaries / Curated
CON22,Eridanus,The River,Constellation,Constellation,Southern,03h 18m,-29° 22',,,,,1138 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,December,"A long, meandering constellation that starts near Orion and flows far to the south.","It ends at the bright blue star Achernar, which is invisible to most northern observers.",Discuss celestial navigation and southern hemisphere sky mapping.,,,,,,,https://chandra.harvard.edu/photo/constellations/eridanus.html,IAU Boundaries / Curated
CON23,Hydra,The Water Snake,Constellation,Constellation,Equatorial,10h 39m,-20° 00',,,,,1303 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,April,"The largest and longest of all 88 constellations, sprawling across the spring sky.",It takes more than six hours for Hydra to completely rise above the horizon.,"Point out its brightest star, Alphard, the 'Solitary One.'",,Hosts the Ashlesha Nakshatra.,Ashlesha,Brihat Samhita,,,https://chandra.harvard.edu/photo/constellations/hydra.html,IAU Boundaries / Curated
CON24,Ophiuchus,The Serpent Bearer,Constellation,Constellation,Equatorial,17h 18m,-10° 08',,,,,948 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,July,A massive summer constellation that actually crosses the ecliptic (the path of the sun).,"Though not traditionally counted in astrology, the Sun spends 18 days in Ophiuchus every year.",Discuss the difference between astronomical constellations and astrological signs.,,,Mula (Contextual),,,,https://chandra.harvard.edu/photo/constellations/ophiuchus.html,IAU Boundaries / Curated
CON25,Puppis,The Poop Deck,Constellation,Constellation,Southern,07h 15m,-31° 10',,,,,673 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,February,"Another piece of the broken ship Argo Navis, rich in open star clusters.","Because the Milky Way runs right through it, it is a fantastic area for binocular scanning.",Use to discuss the Milky Way's galactic disk.,,,,,,,https://chandra.harvard.edu/photo/constellations/puppis.html,IAU Boundaries / Curated
CON26,Vela,The Sails,Constellation,Constellation,Southern,09h 34m,-47° 10',,,,,500 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,March,"The sails of Argo Navis, featuring the Vela Supernova Remnant.","The explosion that created the Vela remnant occurred roughly 11,000 years ago.","Contains the 'False Cross', an asterism often mistaken for the Southern Cross.",,,,,,,https://chandra.harvard.edu/photo/constellations/vela.html,IAU Boundaries / Curated
CON27,Canis Minor,The Little Dog,Constellation,Constellation,Equatorial,07h 39m,+05° 13',,,,,183 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,March,"A tiny constellation comprising basically just two stars, led by Procyon.","Procyon means 'Before the Dog,' because it rises just before Sirius, the Great Dog star.",Completes the Winter Triangle with Sirius and Betelgeuse.,,,Punarvasu (Contextual),,,,https://chandra.harvard.edu/photo/constellations/canis_minor.html,IAU Boundaries / Curated
CON28,Lepus,The Hare,Constellation,Constellation,Southern,05h 33m,-19° 02',,,,,290 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,January,"Located directly beneath Orion, representing a rabbit being hunted by Orion and his dogs.","Contains Hind's Crimson Star, one of the reddest stars visible in the night sky.",Great test of sky conditions just south of the Orion Nebula.,,,,,,,https://chandra.harvard.edu/photo/constellations/lepus.html,IAU Boundaries / Curated
CON29,Cassiopeia,The Queen,Constellation,Constellation,Northern,01h 19m,+60° 11',,,,,598 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,November,A distinct 'W' or 'M' shaped constellation that circles the North Star opposite the Big Dipper.,"In mythology, she was punished for her vanity by being tied to her throne in the sky.",Use as a backup pointer to the North Star when Ursa Major is low.,Sharmishtha,Named after the mythological queen.,,Matsya Purana (Contextual),,,https://chandra.harvard.edu/photo/constellations/cassiopeia.html,IAU Boundaries / Curated
CON30,Ursa Minor,The Little Bear,Constellation,Constellation,Northern,15h 00m,+77° 41',,,,,256 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,June,"Home to Polaris, the North Star, which marks the North Celestial Pole.",Polaris will not always be the North Star due to Earth's axial wobble.,Explain how to find latitude based on the height of Polaris.,Dhruva Matsya,The Little Fish; holds Dhruva (Polaris) at its tail.,,Vishnu Purana,,,https://chandra.harvard.edu/photo/constellations/ursa_minor.html,IAU Boundaries / Curated
CON33,Gemini,The Twins,Constellation,Constellation,Zodiac,07h 04m,+22° 36',,,,,514 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,February,A northern constellation marked by the bright twin stars Castor and Pollux.,"Though they are called twins, Castor and Pollux are completely different types of stars.",Discuss binary vs. apparent visual pairs.,Mithuna,Third Rashi; represents duality and interaction.,Mrigashira / Ardra / Punarvasu,Brihat Samhita,,,https://chandra.harvard.edu/photo/constellations/gemini.html,IAU Boundaries / Curated
CON34,Cancer,The Crab,Constellation,Constellation,Zodiac,08h 38m,+19° 48',,,,,506 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,March,"The dimmest of the zodiac constellations, famous for hosting the Beehive Cluster.",The Tropic of Cancer is named after this constellation.,Requires dark skies to see; good target for binoculars.,Karka,Fourth Rashi; represents emotion and the mind.,Punarvasu / Pushya / Ashlesha,Brihat Parashara Hora Shastra,,,https://chandra.harvard.edu/photo/constellations/cancer.html,IAU Boundaries / Curated
CON35,Leo,The Lion,Constellation,Constellation,Zodiac,10h 40m,+13° 08',,,,,947 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,April,A very recognizable spring constellation featuring a 'sickle' or backward question mark of stars.,"Leo actually looks like the animal it represents, unlike many other constellations.",Point out Regulus (the heart) at the bottom of the sickle.,Simha,Fifth Rashi; represents kingship and solar energy.,Magha / Purva Phalguni / Uttara Phalguni,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/leo.html,IAU Boundaries / Curated
CON36,Virgo,The Maiden,Constellation,Constellation,Zodiac,13h 24m,-04° 09',,,,,1294 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,May,"The second-largest constellation in the sky, home to the bright star Spica and a massive cluster of galaxies.",The Virgo Supercluster contains our own Local Group of galaxies.,Use the 'spike to Spica' trick from the Big Dipper.,Kanya,Sixth Rashi; represents purity and harvest.,Uttara Phalguni / Hasta / Chitra,Brihat Samhita,,,https://chandra.harvard.edu/photo/constellations/virgo.html,IAU Boundaries / Curated
CON37,Libra,The Scales,Constellation,Constellation,Zodiac,15h 11m,-15° 14',,,,,538 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,June,The only zodiac constellation that represents an inanimate object rather than an animal or person.,Its brightest stars have Arabic names meaning 'Northern Claw' and 'Southern Claw' from when it was part of Scorpius.,Discuss how constellation boundaries have changed over time.,Tula,Seventh Rashi; represents balance and trade.,Chitra / Swati / Vishakha,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/libra.html,IAU Boundaries / Curated
CON38,Scorpius,The Scorpion,Constellation,Constellation,Zodiac,16h 53m,-27° 01',,,,,497 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,July,"A magnificent summer constellation that curls low along the southern horizon, led by the red giant Antares.","In Hawaiian tradition, this constellation is known as Maui's Fishhook.",Great for tracing the Milky Way band.,Vrishchika,Eighth Rashi; represents transformation and depth.,Vishakha / Anuradha / Jyeshtha,Brihat Parashara Hora Shastra,,,https://chandra.harvard.edu/photo/constellations/scorpius.html,IAU Boundaries / Curated
CON39,Sagittarius,The Archer,Constellation,Constellation,Zodiac,19h 05m,-28° 28',,,,,867 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,August,Famous for its 'Teapot' asterism. Looking at Sagittarius means looking directly toward the center of our Milky Way.,"The supermassive black hole at the center of our galaxy, Sagittarius A*, is located here.",Point out the 'steam' rising from the teapot (the Milky Way).,Dhanu,Ninth Rashi; represents purpose and arrows of truth.,Mula / Purva Ashadha / Uttara Ashadha,Surya Siddhanta,,,https://chandra.harvard.edu/photo/constellations/sagittarius.html,IAU Boundaries / Curated
CON40,Capricornus,The Sea Goat,Constellation,Constellation,Zodiac,21h 02m,-18° 01',,,,,414 sq. deg.,,,,,,,,,0,,Naked Eye,,Easy,September,A faint autumn constellation shaped vaguely like a large smiling face or a warped triangle.,Neptune was discovered in Capricornus in 1846.,Tropic of Capricorn namesake; discuss extreme solstices.,Makara,Tenth Rashi; a mythical sea-creature representing ambition.,Uttara Ashadha / Shravana / Dhanishta,Brihat Parashara Hora Shastra,,,https://chandra.harvard.edu/photo/constellations/capricornus.html,IAU Boundaries / Curated
